Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
roxygen2,/usr/local/lib/R/site-library,7.2.3,,R (>= 3.3),"brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2",cpp11,"covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",,MIT + file LICENSE,,,,,yes,4.2.2
rprojroot,/usr/local/lib/R/site-library,2.0.3,,R (>= 3.0.0),,,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",,MIT + file LICENSE,,,,,no,4.2.1
rsconnect,/usr/local/lib/R/site-library,0.8.27,,R (>= 3.0.0),"curl, digest, jsonlite, openssl (>= 2.0.0), packrat (>= 0.6),
rstudioapi (>= 0.5), tools, yaml (>= 2.1.5)",,"MASS, RCurl, callr, httpuv, knitr, plumber (>= 0.3.2),
reticulate, rmarkdown (>= 1.1), shiny, sourcetools, testthat,
xtable",,GPL-2,,,,,no,4.2.1
rstatix,/usr/local/lib/R/site-library,0.7.0,,R (>= 3.3.0),"stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",,GPL-2,,,,,no,4.2.1
rstudioapi,/usr/local/lib/R/site-library,0.14,,,,,"testthat, knitr, rmarkdown, clipr, covr",,MIT + file LICENSE,,,,,no,4.2.1
rticles,/usr/local/lib/R/site-library,0.24,,,"knitr (>= 1.30), rmarkdown (>= 2.14), tinytex (>= 0.30),
utils, xfun, yaml",,"bookdown, covr, testit, testthat (>= 3.0.0), xtable",,GPL-3,,,,,no,4.2.1
rversions,/usr/local/lib/R/site-library,2.1.2,,,"curl, utils, xml2 (>= 1.0.0)",,"covr, mockery, testthat",,MIT + file LICENSE,,,,,no,4.2.1
rvertnet,/usr/local/lib/R/site-library,0.8.2,,,"jsonlite (>= 1.5), crul (>= 0.5.2), dplyr (>= 0.5.0), tibble,
ggplot2, maps",,"testthat, vcr",,MIT + file LICENSE,,,,,no,4.2.1
rvest,/usr/local/lib/R/site-library,1.0.3,,R (>= 3.2),"glue, cli, httr (>= 0.5), lifecycle (>= 1.0.0), magrittr,
rlang (>= 1.0.0), selectr, tibble, xml2 (>= 1.3), withr",,"covr, knitr, readr, repurrrsive, rmarkdown, spelling, stringi
(>= 0.3.1), testthat (>= 3.0.2), webfakes",,MIT + file LICENSE,,,,,no,4.2.1
s2,/usr/local/lib/R/site-library,1.1.2,,R (>= 3.0.0),"Rcpp, wk (>= 0.6.0)","Rcpp, wk","testthat (>= 3.0.0), vctrs",,Apache License (== 2.0),,,,,yes,4.2.2
sass,/usr/local/lib/R/site-library,0.4.5,,,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",,"testthat, knitr, rmarkdown, withr, shiny, curl",,MIT + file LICENSE,,,,,yes,4.2.2
satellite,/usr/local/lib/R/site-library,1.0.4,,"R (>= 2.10), raster, methods, utils, stats, grDevices,
graphics","plyr, Rcpp (>= 0.10.3), terra, tools, stats4",Rcpp,"devtools, knitr, rgdal, testthat, rmarkdown",,MIT + file LICENSE,,,,,yes,4.2.2
scales,/usr/local/lib/R/site-library,1.2.1,,R (>= 3.2),"farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, rlang (>= 1.0.0), viridisLite",,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0), waldo (>= 0.4.0)",,MIT + file LICENSE,,,,,no,4.2.1
selectr,/usr/local/lib/R/site-library,0.4-2,,R (>= 3.0),"methods, stringr, R6",,"testthat, XML, xml2",,BSD_3_clause + file LICENCE,,,,,no,4.2.1
servr,/usr/local/lib/R/site-library,0.25,,R (>= 3.0.0),"mime (>= 0.2), httpuv (>= 1.5.2), xfun, jsonlite",,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",,GPL,,,,,no,4.2.2
sessioninfo,/usr/local/lib/R/site-library,1.2.2,,R (>= 2.10),"cli (>= 3.1.0), tools, utils",,"callr, covr, mockery, reticulate, rmarkdown, testthat, withr",,GPL-2,,,,,no,4.2.1
sf,/usr/local/lib/R/site-library,1.0-10,,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), s2 (>= 1.1.0), stats, tools, units
(>= 0.7-0), utils",Rcpp,"blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, Matrix, microbenchmark, odbc, pbapply,
pillar, pool, raster, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat (>= 2.0-1),
spatstat.geom, spatstat.random, spatstat.linnet,
spatstat.utils, stars (>= 0.2-0), terra, testthat (>= 3.0.0),
tibble (>= 1.4.1), tidyr (>= 1.2.0), tidyselect (>= 1.0.0),
tmap (>= 2.0), vctrs, wk",,GPL-2 | MIT + file LICENSE,,,,,yes,4.2.2
sfheaders,/usr/local/lib/R/site-library,0.4.0,,,"geometries (>= 0.2.0), Rcpp","geometries, Rcpp","covr, knitr, testthat",,MIT + file LICENSE,,,,,yes,4.2.2
shape,/usr/local/lib/R/site-library,1.4.6,,R (>= 2.01),"stats, graphics, grDevices",,,,GPL (>= 3),,,,,no,4.2.1
shiny,/usr/local/lib/R/site-library,1.7.4,,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)",,"datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",,GPL-3 | file LICENSE,,,,,no,4.2.1
ShinyBIOMOD,/usr/local/lib/R/site-library,0.0.0.9000,,R (>= 3.4.3),"gtools (>= 3.9.2), ggplot2 (>= 3.3.4), shiny (>= 1.6.0),
biomod2, shinyBS (>= 0.61), shinyjs (>= 2.0.0), shinysky (>=
0.1.3), shinyWidgets (>= 0.6.0), leaflet (>= 2.0.4.1),
leaflet.extras (>= 1.0.0), raster (>= 3.4-13), rasterVis (>=
0.50.2), ade4 (>= 1.7-17), elasticnet (>= 1.3), matrixStats,
mapview, dismo (>= 1.3-3), DT (>= 0.18), bestglm (>= 0.37.3),
splancs, spatstat (>= 2.1-0), data.table (>= 1.14.0), stringr
(>= 1.4.0), spThin (>= 0.2.0), lwgeom (>= 0.2-6), sf (>=
1.0-0), rgdal (>= 1.5.23), rgeos (>= 0.5-5), geosphere (>=
1.5-10), RGeodata, lattice, RColorBrewer (>= 1.1-2), parallel,
foreach, doParallel, usdm (>= 1.1-18), PresenceAbsence (>=
1.1.9), webshot, shinydashboard (>= 0.7.1), htmlTable (>=
2.2.1), magrittr (>= 2.0.1)",,,,use_gpl3_license(),,,,,no,4.2.2
shinyBS,/usr/local/lib/R/site-library,0.61.1,,,"shiny (>= 0.11), htmltools",,,,GPL-3,,,,,no,4.2.2
shinybusy,/usr/local/lib/R/site-library,0.3.1,,,"htmltools, shiny, jsonlite, htmlwidgets",,"testthat, covr, knitr, rmarkdown",,GPL-3,,,,,no,4.2.2
shinycssloaders,/usr/local/lib/R/site-library,1.0.0,,R (>= 3.1),"digest, glue, grDevices, shiny",,"shinydisconnect, shinyjs",,MIT + file LICENSE,,,,,no,4.2.2
shinydashboard,/usr/local/lib/R/site-library,0.7.2,,R (>= 3.0),"utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",,,,GPL (>= 2) | file LICENSE,,,,,no,4.2.2
shinydisconnect,/usr/local/lib/R/site-library,0.1.0,,R (>= 3.0.0),"checkmate, glue, htmltools, shiny (>= 1.0)",,colourpicker,,MIT + file LICENSE,,,,,no,4.2.2
shinyjs,/usr/local/lib/R/site-library,2.1.0,,R (>= 3.1.0),"digest (>= 0.6.8), jsonlite, shiny (>= 1.0.0)",,"htmltools (>= 0.2.9), knitr (>= 1.7), rmarkdown, shinyAce,
shinydisconnect, testthat (>= 0.9.1)",,MIT + file LICENSE,,,,,no,4.2.2
shinysky,/usr/local/lib/R/site-library,0.1.3,,shiny,"RJSONIO, plyr",,,,MIT + file LICENSE,,,,,no,4.2.2
shinyWidgets,/usr/local/lib/R/site-library,0.7.6,,R (>= 3.1.0),"anytime, bslib, sass, shiny (>= 1.6.0), htmltools (>= 0.5.1),
jsonlite, grDevices, rlang",,"shinydashboard, testthat, covr, shinydashboardPlus (>=
2.0.0), bs4Dash, argonR, argonDash, tablerDash, ggplot2, DT,
scales",,GPL-3,,,,,no,4.2.2
snow,/usr/local/lib/R/site-library,0.4-4,,"R (>= 2.13.1), utils",,,rlecuyer,Rmpi,GPL,,,,,no,4.2.1
sourcetools,/usr/local/lib/R/site-library,0.1.7-1,,R (>= 3.0.2),,,testthat,,MIT + file LICENSE,,,,,yes,4.2.2
sp,/usr/local/lib/R/site-library,1.6-0,,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir, knitr, rmarkdown, sf",,GPL (>= 2),,,,,yes,4.2.2
spam,/usr/local/lib/R/site-library,2.9-1,,R (>= 3.5),"dotCall64, grid, methods",,"spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",,LGPL-2 | BSD_3_clause + file LICENSE,,,,,yes,4.2.1
SparseM,/usr/local/lib/R/site-library,1.81,,"R (>= 2.15), methods","graphics, stats, utils",,,,GPL (>= 2),,,,,yes,4.2.1
spatstat,/usr/local/lib/R/site-library,3.0-2,,"R (>= 3.5.0), spatstat.data (>= 3.0), spatstat.geom (>= 3.0),
spatstat.random (>= 3.0), spatstat.explore (>= 3.0),
spatstat.model (>= 3.0), spatstat.linnet (>= 3.0), utils",spatstat.utils (>= 3.0),,,,GPL (>= 2),,,,,yes,4.2.2
spatstat.core,/usr/local/lib/R/site-library,2.4-4,,"R (>= 3.5.0), spatstat.data (>= 2.1-0), spatstat.geom (>=
2.4-0), spatstat.random (>= 2.2-0), stats, graphics, grDevices,
utils, methods, nlme, rpart","spatstat.utils (>= 2.3-1), spatstat.sparse (>= 2.0-0), mgcv,
Matrix, abind, tensor, goftest (>= 1.2-2)",,"sm, maptools (>= 0.9-9), gsl, locfit, spatial, RandomFields
(>= 3.1.24.1), RandomFieldsUtils(>= 0.3.3.1), fftwtools (>=
0.9-8), nleqslv, spatstat.linnet (>= 2.0-0), spatstat (>=
2.3-3)",,GPL (>= 2),,,,,yes,4.2.1
spatstat.data,/usr/local/lib/R/site-library,3.0-0,,R (>= 3.5.0),"spatstat.utils (>= 3.0-0), Matrix",,"spatstat.geom, spatstat.random, spatstat.explore,
spatstat.model, spatstat.linnet",,GPL (>= 2),,,,,no,4.2.1
spatstat.explore,/usr/local/lib/R/site-library,3.0-5,,"R (>= 3.5.0), spatstat.data (>= 3.0), spatstat.geom (>= 3.0),
spatstat.random (>= 3.0), stats, graphics, grDevices, utils,
methods, nlme","spatstat.utils (>= 3.0), spatstat.sparse (>= 3.0), goftest (>=
1.2-2), Matrix, abind",,"sm, maptools (>= 0.9-9), gsl, locfit, spatial, fftwtools (>=
0.9-8), spatstat.linnet (>= 3.0), spatstat.model (>= 3.0),
spatstat (>= 3.0)",,GPL (>= 2),,,,,yes,4.2.2
spatstat.geom,/usr/local/lib/R/site-library,3.0-3,,"R (>= 3.5.0), spatstat.data (>= 3.0), stats, graphics,
grDevices, utils, methods","spatstat.utils (>= 3.0), deldir (>= 1.0-2), polyclip (>=
1.10-0)",,"spatstat.random, spatstat.explore, spatstat.model,
spatstat.linnet, maptools (>= 0.9-9), spatial, fftwtools (>=
0.9-8), spatstat (>= 2.0-0)",,GPL (>= 2),,,,,yes,4.2.2
spatstat.linnet,/usr/local/lib/R/site-library,3.0-3,,"R (>= 3.5.0), spatstat.data (>= 3.0), spatstat.geom (>= 3.0),
spatstat.random (>= 3.0), spatstat.explore (>= 3.0),
spatstat.model (>= 3.0), stats, graphics, grDevices, methods,
utils","spatstat.utils (>= 3.0), Matrix, spatstat.sparse (>= 3.0)",,"goftest, locfit, spatstat (>= 3.0)",,GPL (>= 2),,,,,yes,4.2.2
spatstat.model,/usr/local/lib/R/site-library,3.0-2,,"R (>= 3.5.0), spatstat.data (>= 3.0), spatstat.geom (>= 3.0),
spatstat.random (>= 3.0), spatstat.explore (>= 3.0), stats,
graphics, grDevices, utils, methods, nlme, rpart","spatstat.utils (>= 3.0), spatstat.sparse (>= 3.0), mgcv,
Matrix, abind, tensor, goftest (>= 1.2-2)",,"sm, maptools (>= 0.9-9), gsl, locfit, spatial, RandomFields
(>= 3.1.24.1), RandomFieldsUtils(>= 0.3.3.1), fftwtools (>=
0.9-8), nleqslv, glmnet, spatstat.linnet (>= 3.0), spatstat (>=
3.0)",,GPL (>= 2),,,,,yes,4.2.2
spatstat.random,/usr/local/lib/R/site-library,3.0-1,,"R (>= 3.5.0), spatstat.data (>= 2.2-0.003), spatstat.geom (>=
2.4-0.023), stats, utils, methods, grDevices",spatstat.utils (>= 2.3-1.003),,"spatial, RandomFields (>= 3.1.24.1), RandomFieldsUtils (>=
0.3.3.1), spatstat.linnet (>= 2.0-0), spatstat.explore,
spatstat.model, spatstat (>= 2.3-3)",,GPL (>= 2),,,,,yes,4.2.2
spatstat.sparse,/usr/local/lib/R/site-library,3.0-0,,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor",spatstat.utils (>= 3.0-0),,,,GPL (>= 2),,,,,yes,4.2.1
spatstat.utils,/usr/local/lib/R/site-library,3.0-1,,"R (>= 3.3.0), stats, graphics, grDevices, utils, methods",,,spatstat.model,,GPL (>= 2),,,,,yes,4.2.1
spelling,/usr/local/lib/R/site-library,2.2,,,"commonmark, xml2, hunspell (>= 3.0), knitr",,pdftools,,MIT + file LICENSE,,,,,no,4.2.1
splancs,/usr/local/lib/R/site-library,2.01-43,,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",,,,GPL (>= 2),,,,,yes,4.2.2
spocc,/usr/local/lib/R/site-library,1.2.0,,,"utils, rgbif, rbison, rebird, rvertnet, ridigbio, lubridate,
crul, whisker, jsonlite, data.table, tibble, wellknown",,"testthat, taxize, vcr",,MIT + file LICENSE,,,,,no,4.2.1
spThin,/usr/local/lib/R/site-library,0.2.0,,"spam, grid, fields, knitr","grDevices, graphics, utils",,,,GPL-3,,,,,no,4.2.1
SQUAREM,/usr/local/lib/R/site-library,2021.1,,R (>= 3.0),,,setRNG,,GPL (>= 2),,,,,no,4.2.1
stars,/usr/local/lib/R/site-library,0.6-0,,"R (>= 3.3.0), abind, sf (>= 1.0-9)","methods, parallel, classInt (>= 0.4-1), lwgeom, rlang, units",,"Cairo, PCICt, RNetCDF (>= 1.8-2), clue, covr, cubelyr,
digest, dplyr (>= 0.7-0), exactextractr, FNN, future.apply,
ggforce, ggplot2, ggthemes, gstat, httr, jsonlite, knitr, maps,
mapdata, ncdfgeom, ncmeta (>= 0.0.3), pbapply, plm,
randomForest, raster, rgdal, rmarkdown, sp, spacetime, spatstat
(>= 2.0-1), spatstat.geom, starsdata, terra (>= 1.4-22),
testthat, tidyr, viridis, xts, zoo",,Apache License,,,,,no,4.2.2
stringi,/usr/local/lib/R/site-library,1.7.12,,R (>= 3.1),"tools, utils, stats",,,,file LICENSE,yes,,,,yes,4.2.2
stringr,/usr/local/lib/R/site-library,1.5.0,,R (>= 3.3),"cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs",,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat (>=
3.0.0)",,MIT + file LICENSE,,,,,no,4.2.2
svglite,/usr/local/lib/R/site-library,2.1.1,,R (>= 3.0.0),systemfonts (>= 1.0.0),"cpp11, systemfonts","covr, fontquiver (>= 0.2.0), htmltools, knitr, rmarkdown,
testthat, xml2 (>= 1.0.0)",,GPL (>= 2),,,,,yes,4.2.2
sys,/usr/local/lib/R/site-library,3.4.1,,,,,"unix (>= 1.4), spelling, testthat",,MIT + file LICENSE,,,,,yes,4.2.1
systemfonts,/usr/local/lib/R/site-library,1.0.4,,R (>= 3.2.0),,cpp11 (>= 0.2.1),"testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",,MIT + file LICENSE,,,,,yes,4.2.1
TeachingDemos,/usr/local/lib/R/site-library,2.12,,R (>= 2.10),,,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",,Artistic-2.0,,,,,no,4.2.1
tensor,/usr/local/lib/R/site-library,1.5,,,,,,,GPL (>= 2),,,,,,4.2.1
terra,/usr/local/lib/R/site-library,1.7-3,,R (>= 3.5.0),"methods, Rcpp",Rcpp,"parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML,
leaflet",,GPL (>= 3),,,,,yes,4.2.2
testthat,/usr/local/lib/R/site-library,3.1.6,,R (>= 3.1),"brio, callr (>= 3.5.1), cli (>= 3.4.0), desc, digest, ellipsis
(>= 0.2.0), evaluate, jsonlite, lifecycle, magrittr, methods,
pkgload, praise, processx, ps (>= 1.3.4), R6 (>= 2.2.0), rlang
(>= 1.0.1), utils, waldo (>= 0.4.0), withr (>= 2.4.3)",,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",,MIT + file LICENSE,,,,,yes,4.2.2
textshaping,/usr/local/lib/R/site-library,0.3.6,,R (>= 3.2.0),systemfonts (>= 1.0.0),"cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",,MIT + file LICENSE,,,,,yes,4.2.1
tibble,/usr/local/lib/R/site-library,3.1.8,,R (>= 3.1.0),"fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.7.0), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.3.8)",,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2, hms,
htmltools, knitr, lubridate, mockr, nycflights13, pkgbuild,
pkgload, purrr, rmarkdown, stringi, testthat (>= 3.0.2), tidyr,
withr",,MIT + file LICENSE,,,,,yes,4.2.1
tidyr,/usr/local/lib/R/site-library,1.2.1,,R (>= 3.1),"dplyr (>= 1.0.0), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.7)",cpp11 (>= 0.4.0),"covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",,MIT + file LICENSE,,,,,yes,4.2.1
tidyselect,/usr/local/lib/R/site-library,1.2.0,,R (>= 3.4),"cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.4.1), withr",,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",,MIT + file LICENSE,,,,,no,4.2.1
timechange,/usr/local/lib/R/site-library,0.2.0,,R (>= 3.3),,cpp11 (>= 0.2.7),"testthat (>= 0.7.1.99), knitr",,GPL-3,,,,,yes,4.2.2
timeDate,/usr/local/lib/R/site-library,4022.108,,R (>= 3.6.0),"graphics, utils, stats, methods",,RUnit,,GPL (>= 2),,,,,no,4.2.2
tinytex,/usr/local/lib/R/site-library,0.43,,,xfun (>= 0.29),,"testit, rstudioapi",,MIT + file LICENSE,,,,,no,4.2.2
triebeard,/usr/local/lib/R/site-library,0.4.1,,,Rcpp,Rcpp,"knitr, rmarkdown, testthat",,MIT + file LICENSE,,,,,yes,4.2.2
tzdb,/usr/local/lib/R/site-library,0.3.0,,R (>= 3.4.0),,cpp11 (>= 0.4.2),"covr, testthat (>= 3.0.0)",,MIT + file LICENSE,,,,,yes,4.2.2
units,/usr/local/lib/R/site-library,0.8-1,,R (>= 3.0.2),Rcpp,Rcpp (>= 0.12.10),"NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",,GPL-2,,,,,yes,4.2.2
urlchecker,/usr/local/lib/R/site-library,1.0.1,,R (>= 3.3),"cli, curl, tools, xml2",,covr,,GPL-3,,,,,no,4.2.1
urltools,/usr/local/lib/R/site-library,1.7.3,,R (>= 2.10),"Rcpp, methods, triebeard",Rcpp,"testthat, knitr",,MIT + file LICENSE,,,,,yes,4.2.1
usdm,/usr/local/lib/R/site-library,1.1-18,,"methods, sp, raster",,,rgdal (>= 0.6-28),,GPL (>= 3),,,,,no,4.2.2
usethis,/usr/local/lib/R/site-library,2.1.6,,R (>= 3.4),"cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.0), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.0.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",,"covr, knitr, magick, mockr, pkgload, rmarkdown, roxygen2 (>=
7.1.2), spelling (>= 1.2), styler (>= 1.2.0), testthat (>=
3.1.0)",,MIT + file LICENSE,,,,,no,4.2.1
utf8,/usr/local/lib/R/site-library,1.2.3,,R (>= 2.10),,,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",,Apache License (== 2.0) | file LICENSE,,,,,yes,4.2.2
uuid,/usr/local/lib/R/site-library,1.1-0,,R (>= 2.9.0),,,,,MIT + file LICENSE,,,,,yes,4.2.1
vctrs,/usr/local/lib/R/site-library,0.5.2,,R (>= 3.3),"cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.0.6)",,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), withr, xml2, waldo (>= 0.2.0),
zeallot",,MIT + file LICENSE,,,,,yes,4.2.2
viridis,/usr/local/lib/R/site-library,0.6.2,,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, raster, rasterVis, httr, mapproj, vdiffr, svglite
(>= 1.2.0), testthat, covr, rmarkdown, rgdal, maps",,MIT + file LICENSE,,,,,no,4.2.1
viridisLite,/usr/local/lib/R/site-library,0.4.1,,R (>= 2.10),,,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",,MIT + file LICENSE,,,,,no,4.2.1
waldo,/usr/local/lib/R/site-library,0.4.0,,,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble",,"covr, R6, testthat (>= 3.0.0), withr, xml2",,MIT + file LICENSE,,,,,no,4.2.1
webshot,/usr/local/lib/R/site-library,0.5.4,,R (>= 3.0),"magrittr, jsonlite, callr",,"httpuv, knitr, rmarkdown, shiny, testthat (>= 3.0.0)",,GPL-2,,,,,no,4.2.2
wellknown,/usr/local/lib/R/site-library,0.7.4,,,"jsonlite, wk, Rcpp","Rcpp, BH","leaflet (>= 1.0.0), testthat",,MIT + file LICENSE,,,,,yes,4.2.1
whisker,/usr/local/lib/R/site-library,0.4.1,,,,,markdown,,GPL-3,,,,,no,4.2.2
whoami,/usr/local/lib/R/site-library,1.3.0,,,"httr, jsonlite, utils",,"covr, mockery, testthat, withr",,MIT + file LICENSE,,,,,no,4.2.1
withr,/usr/local/lib/R/site-library,2.5.0,,R (>= 3.2.0),"graphics, grDevices, stats",,"callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",,MIT + file LICENSE,,,,,no,4.2.1
wk,/usr/local/lib/R/site-library,0.7.1,,R (>= 2.10),,,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",,MIT + file LICENSE,,,,,yes,4.2.2
xfun,/usr/local/lib/R/site-library,0.36,,,"stats, tools",,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown, knitr, htmltools, remotes, pak, rhub, renv,
curl, jsonlite, magick, rmarkdown",,MIT + file LICENSE,,,,,yes,4.2.2
xml2,/usr/local/lib/R/site-library,1.3.3,,R (>= 3.1.0),methods,,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",,MIT + file LICENSE,,,,,yes,4.2.1
xmlparsedata,/usr/local/lib/R/site-library,1.0.5,,R (>= 3.0.0),,,"covr, testthat, xml2",,MIT + file LICENSE,,,,,no,4.2.1
xopen,/usr/local/lib/R/site-library,1.0.0,,R (>= 3.1),processx,,"ps, testthat",,MIT + file LICENSE,,,,,no,4.2.1
xtable,/usr/local/lib/R/site-library,1.8-4,,R (>= 2.10.0),"stats, utils",,"knitr, plm, zoo, survival",,GPL (>= 2),,,,,no,4.2.1
yaml,/usr/local/lib/R/site-library,2.3.7,,,,,RUnit,,BSD_3_clause + file LICENSE,,,,,yes,4.2.2
zip,/usr/local/lib/R/site-library,2.2.2,,,,,"covr, processx, R6, testthat, withr",,MIT + file LICENSE,,,,,yes,4.2.2
zoo,/usr/local/lib/R/site-library,1.8-11,,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",,"AER, coda, chron, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",,GPL-2 | GPL-3,,,,,yes,4.2.1
base,/usr/lib/R/library,4.2.2,base,,,,methods,,Part of R 4.2.2,,,,,,4.2.2
boot,/usr/lib/R/library,1.3-28,recommended,"R (>= 3.0.0), graphics, stats",,,"MASS, survival",,Unlimited,,,,,no,4.0.5
class,/usr/lib/R/library,7.3-20,recommended,"R (>= 3.0.0), stats, utils",MASS,,,,GPL-2 | GPL-3,,,,,yes,4.1.2
cluster,/usr/lib/R/library,2.1.4,recommended,R (>= 3.5.0),"graphics, grDevices, stats, utils",,"MASS, Matrix",,GPL (>= 2),,,,,yes,4.2.1
codetools,/usr/lib/R/library,0.2-18,recommended,R (>= 2.1),,,,,GPL,,,,,no,4.0.3
compiler,/usr/lib/R/library,4.2.2,base,,,,,,Part of R 4.2.2,,,,,,4.2.2
datasets,/usr/lib/R/library,4.2.2,base,,,,,,Part of R 4.2.2,,,,,,4.2.2
foreign,/usr/lib/R/library,0.8-82,recommended,R (>= 4.0.0),"methods, utils, stats",,,,GPL (>= 2),,,,,yes,4.1.2
